Survey,State,6-Digit,County,Place,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
2006,02,297000,013,1670,999,99999, , ,99503      ,4,9,12,King Cove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,02,317000,150,1750,999,99999, , ,99615      ,4,9,12,Kodiak City-Kodiak Island Borough,30,30,6048726,3,6,749724,0,0,0,0,0,0,30,30,6048726,3,6,749724,0,0,0,0,0,0
2006,02,329000,188,1800,999,99999, , ,99752      ,4,9,0,Kotzebue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,02,409000,290,2330,999,99999, , ,99691      ,4,9,0,Nikolai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,02,413000,180,2370,999,99999, , ,99762      ,4,9,12,Nome,4,4,575407,1,2,86615,0,0,0,0,0,0,4,4,575407,1,2,86615,0,0,0,0,0,0
2006,02,425000,090,2410,999,21820, , ,99705      ,4,9,12,North Pole,52,52,8306250,0,0,0,0,0,0,0,0,0,52,52,8306250,0,0,0,0,0,0,0,0,0
2006,02,429000,185,    ,999,99999, , ,997230069  ,4,9,12,North Slope Borough,4,4,745272,0,0,0,0,0,0,0,0,0,4,4,745272,0,0,0,0,0,0,0,0,0
2006,02,457000,170,2510,999,11260, , ,996456748  ,4,9,12,Palmer,29,29,5137410,4,8,1276600,1,3,483247,3,30,3114903,29,29,5137410,4,8,1276600,1,3,483247,3,30,3114903
2006,02,461000,232,2550,999,99999, , ,99832      ,4,9,12,Pelican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,02,465000,280,2585,999,99999, , ,99833      ,4,9,12,Petersburg,7,7,1141870,1,2,86900,0,0,0,0,0,0,7,7,1141870,1,2,86900,0,0,0,0,0,0
2006,02,505000,013,2900,999,99999, , ,99661      ,4,9,12,Sand Point,5,5,750000,0,0,0,0,0,0,0,0,0,5,5,750000,0,0,0,0,0,0,0,0,0
2006,02,525000,122,2950,999,99999, , ,99663      ,4,9,12,Seldovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,02,529000,122,2960,999,99999, , ,99664      ,4,9,11,Seward,9,9,1131000,0,0,0,0,0,0,0,0,0,9,9,1131000,0,0,0,0,0,0,0,0,0
2006,02,557000,220,    ,999,99999, , ,99835      ,4,9,0,Sitka Borough,24,24,5199816,4,8,701912,0,0,0,4,20,1799048,0,0,0,0,0,0,0,0,0,0,0,0
2006,02,561000,232,3050,999,99999, , ,99840      ,4,9,12,Skagway,5,5,596472,0,0,0,2,7,730000,0,0,0,5,5,596472,0,0,0,2,7,730000,0,0,0
2006,02,565000,122,3070,999,99999, , ,99669      ,4,9,12,Soldotna,24,24,3954269,0,0,0,7,28,3069948,0,0,0,24,24,3954269,0,0,0,7,28,3069948,0,0,0
2006,02,581000,016,2880,999,99999, , ,99660      ,4,9,0,St. Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,02,597000,232,3290,999,99999, , ,99841      ,4,9,12,Tenakee Springs,1,1,186318,0,0,0,0,0,0,0,0,0,1,1,186318,0,0,0,0,0,0,0,0,0
2006,02,625000,016,3430,999,99999, , ,99685      ,4,9,0,Unalaska,9,9,882702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,02,633000,261,3470,999,99999, , ,99686      ,4,9,12,Valdez,6,6,1064087,0,0,0,0,0,0,0,0,0,6,6,1064087,0,0,0,0,0,0,0,0,0
2006,02,645000,170,3520,999,11260, , ,99654      ,4,9,12,Wasilla,43,43,7935821,18,36,3852065,0,0,0,2,34,3735818,43,43,7935821,18,36,3852065,0,0,0,2,34,3735818
2006,02,653000,261,3550,999,99999, , ,99693      ,4,9,12,Whittier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,02,657000,280,3590,999,99999, , ,99929      ,4,9,12,Wrangell,7,7,1135000,0,0,0,0,0,0,0,0,0,7,7,1135000,0,0,0,0,0,0,0,0,0
2006,02,661000,282,3610,999,99999, , ,99689      ,4,9,2,City and Borough of Yakutat,3,3,331500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,001000,001,    ,999,99999, , ,85936      ,4,8,0,Apache County Unincorporated Area,101,101,13125620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,009000,021,0007,999,38060,2, ,852192899  ,4,8,12,Apache Junction,222,222,24850381,0,0,0,3,11,520164,0,0,0,222,222,24850381,0,0,0,3,11,520164,0,0,0
2006,04,013000,013,0013,999,38060, , ,85323      ,4,8,12,Avondale,922,922,168806921,0,0,0,0,0,0,4,327,35387528,922,922,168806921,0,0,0,0,0,0,4,327,35387528
2006,04,017000,003,0020,999,99999, , ,85602      ,4,8,12,Benson,104,104,20033685,0,0,0,0,0,0,0,0,0,104,104,20033685,0,0,0,0,0,0,0,0,0
2006,04,021000,003,0023,999,99999, , ,85603      ,4,8,12,Bisbee,5,5,704002,0,0,0,0,0,0,0,0,0,5,5,704002,0,0,0,0,0,0,0,0,0
2006,04,025000,013,0030,999,38060, , ,85326      ,4,8,0,Buckeye town,23,23,2057992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,029000,015,0031,999,99999, , ,86442      ,4,8,12,Bullhead City,597,597,69041392,2,4,292639,35,139,10063316,7,82,6058722,597,597,69041392,2,4,292639,35,139,10063316,7,82,6058722
2006,04,033000,025,0036,999,39140, , ,86322      ,4,8,12,Camp Verde town,119,119,16854424,0,0,0,0,0,0,0,0,0,119,119,16854424,0,0,0,0,0,0,0,0,0
2006,04,037000,013,0039,999,38060, , ,85377      ,4,8,12,Carefree town,30,30,18820319,0,0,0,0,0,0,0,0,0,30,30,18820319,0,0,0,0,0,0,0,0,0
2006,04,041000,021,0040,999,38060, , ,85222      ,4,8,3,Casa Grande,1397,1397,193908746,0,0,0,6,18,912984,1,5,321309,587,587,82543402,0,0,0,0,0,0,0,0,0
2006,04,045000,013,0044,999,38060, , ,85331      ,4,8,12,Cave Creek town,59,59,30217256,2,4,1601724,0,0,0,0,0,0,59,59,30217256,2,4,1601724,0,0,0,0,0,0
2006,04,049000,013,0050,999,38060, , ,85225      ,4,8,12,Chandler,948,948,282597016,5,10,831747,10,38,7065534,46,542,45264837,948,948,282597016,5,10,831747,10,38,7065534,46,542,45264837
2006,04,053000,025,0053,999,39140, , ,86323      ,4,8,12,Chino Valley town,175,175,24855205,0,0,0,0,0,0,0,0,0,175,175,24855205,0,0,0,0,0,0,0,0,0
2006,04,057000,025,0058,999,39140, , ,863240308  ,4,8,12,Clarkdale town,175,175,44080000,0,0,0,0,0,0,0,0,0,175,175,44080000,0,0,0,0,0,0,0,0,0
2006,04,061000,011,0062,999,99999, , ,85533      ,4,8,12,Clifton town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,065000,003,    ,999,99999, , ,85603      ,4,8,11,Cochise County Unincorporated Area,408,408,59056154,0,0,0,0,0,0,0,0,0,408,408,59056154,0,0,0,0,0,0,0,0,0
2006,04,069000,005,    ,999,22380, , ,860019331  ,4,8,12,Coconino County Unincorporated Area,331,331,73725887,0,0,0,0,0,0,0,0,0,331,331,73725887,0,0,0,0,0,0,0,0,0
2006,04,073000,015,0063,999,99999, , ,86021      ,4,8,0,Colorado City town,39,39,5349636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,077000,021,0067,999,38060, , ,85228      ,4,8,12,Coolidge,626,626,65373579,0,0,0,0,0,0,0,0,0,626,626,65373579,0,0,0,0,0,0,0,0,0
2006,04,081000,025,0073,999,39140, , ,86326      ,4,8,12,Cottonwood,94,94,8753152,0,0,0,0,0,0,0,0,0,94,94,8753152,0,0,0,0,0,0,0,0,0
2006,04,083000,025,0077,999,39140, , ,86329      ,4,8,12,Dewey-Humboldt town,47,47,7495768,0,0,0,0,0,0,0,0,0,47,47,7495768,0,0,0,0,0,0,0,0,0
2006,04,085000,003,0080,999,99999, , ,85607      ,4,8,12,Douglas,69,69,7267555,0,0,0,0,0,0,0,0,0,69,69,7267555,0,0,0,0,0,0,0,0,0
2006,04,089000,011,0085,999,99999, , ,85534      ,4,8,12,Duncan town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,093000,001,0090,999,99999, , ,85925      ,4,8,12,Eagar town,59,59,8175674,0,0,0,0,0,0,4,48,2606272,59,59,8175674,0,0,0,0,0,0,4,48,2606272
2006,04,097000,013,0100,999,38060, , ,85335      ,4,8,12,El Mirage,327,327,60505042,0,0,0,0,0,0,0,0,0,327,327,60505042,0,0,0,0,0,0,0,0,0
2006,04,101000,021,0105,999,38060, , ,85231      ,4,8,12,Eloy,305,305,35500053,0,0,0,0,0,0,1,36,2595306,305,305,35500053,0,0,0,0,0,0,1,36,2595306
2006,04,105000,005,0115,999,22380, ,1,86001      ,4,8,12,Flagstaff,418,418,81079280,1,2,189605,0,0,0,16,256,16783194,418,418,81079280,1,2,189605,0,0,0,16,256,16783194
2006,04,109000,021,0120,999,38060, , ,85232      ,4,8,12,Florence town,414,414,48557961,0,0,0,0,0,0,0,0,0,414,414,48557961,0,0,0,0,0,0,0,0,0
2006,04,113000,013,0124,999,38060, , ,85268      ,4,8,12,Fountain Hills town,192,192,64395811,0,0,0,0,0,0,8,51,6325328,192,192,64395811,0,0,0,0,0,0,8,51,6325328
2006,04,117000,005,0125,999,22380, , ,86022      ,4,8,12,Fredonia town,15,15,1095740,0,0,0,0,0,0,0,0,0,15,15,1095740,0,0,0,0,0,0,0,0,0
2006,04,121000,013,0129,999,38060, , ,85337      ,4,8,12,Gila Bend town,9,9,1521800,0,0,0,0,0,0,0,0,0,9,9,1521800,0,0,0,0,0,0,0,0,0
2006,04,125000,007,    ,999,99999,2, ,85541      ,4,8,12,Gila County Unincorporated Area,116,116,13693653,0,0,0,0,0,0,0,0,0,116,116,13693653,0,0,0,0,0,0,0,0,0
2006,04,129000,013,0135,999,38060, , ,85296      ,4,8,12,Gilbert town,3048,3048,481146709,0,0,0,1,3,269460,21,428,31243873,3048,3048,481146709,0,0,0,1,3,269460,21,428,31243873
2006,04,133000,013,0140,999,38060, , ,85301      ,4,8,12,Glendale,318,318,59663689,13,26,2050432,5,19,1702900,67,1092,106572177,318,318,59663689,13,26,2050432,5,19,1702900,67,1092,106572177
2006,04,137000,007,0145,999,99999, , ,85501      ,4,8,12,Globe,18,18,2098071,0,0,0,0,0,0,0,0,0,18,18,2098071,0,0,0,0,0,0,0,0,0
2006,04,141000,013,0150,999,38060, , ,85338      ,4,8,12,Goodyear,1847,1847,382169753,0,0,0,0,0,0,40,260,28568020,1847,1847,382169753,0,0,0,0,0,0,40,260,28568020
2006,04,145000,009,    ,999,99999, , ,85546      ,4,8,0,Graham County Unincorporated Area,145,145,14124276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,149000,011,    ,999,99999, , ,85533      ,4,8,12,Greenlee County Unincorporated Area,3,3,410000,0,0,0,0,0,0,0,0,0,3,3,410000,0,0,0,0,0,0,0,0,0
2006,04,153000,013,0158,999,38060, , ,85283      ,4,8,12,Guadalupe town,52,52,3360000,0,0,0,0,0,0,0,0,0,52,52,3360000,0,0,0,0,0,0,0,0,0
2006,04,157000,007,0160,999,99999,2, ,85235      ,4,8,0,Hayden town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,165000,017,0165,999,99999, , ,86025      ,4,8,12,Holbrook,9,9,708760,0,0,0,0,0,0,0,0,0,9,9,708760,0,0,0,0,0,0,0,0,0
2006,04,169000,003,0170,999,99999, , ,85616      ,4,8,12,Huachuca City town,1,1,80000,0,0,0,0,0,0,4,64,6036000,1,1,80000,0,0,0,0,0,0,4,64,6036000
2006,04,173000,025,0173,999,39140, , ,86331      ,4,8,0,Jerome town,4,4,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,181000,015,0185,999,99999, , ,86401      ,4,8,12,Kingman,309,309,51720590,8,16,1866999,4,12,1022771,1,57,1581970,309,309,51720590,8,16,1866999,4,12,1022771,1,57,1581970
2006,04,185000,012,    ,999,99999, , ,85344      ,4,8,12,La Paz County Unincorporated Area,37,37,5363669,0,0,0,0,0,0,0,0,0,37,37,5363669,0,0,0,0,0,0,0,0,0
2006,04,189000,015,0188,999,99999, , ,86403      ,4,8,12,Lake Havasu City,536,536,102646325,34,68,6389609,13,39,4215230,1,6,605552,536,536,102646325,34,68,6389609,13,39,4215230,1,6,605552
2006,04,193000,013,0196,999,38060, , ,85340      ,4,8,12,Litchfield Park,18,18,8744772,0,0,0,0,0,0,0,0,0,18,18,8744772,0,0,0,0,0,0,0,0,0
2006,04,201000,019,0210,999,46060, , ,85653      ,4,8,12,Marana town,806,806,157826317,0,0,0,0,0,0,0,0,0,806,806,157826317,0,0,0,0,0,0,0,0,0
2006,04,205000,013,    ,999,38060, , ,85008      ,4,8,12,Maricopa County Unincorporated Area,4500,4500,827712739,0,0,0,10,40,1620120,28,346,23302470,4500,4500,827712739,0,0,0,10,40,1620120,28,346,23302470
2006,04,205100,021,0212,999,38060, , ,85239      ,4,8,12,Maricopa,2471,2471,394937311,0,0,0,0,0,0,0,0,0,2471,2471,394937311,0,0,0,0,0,0,0,0,0
2006,04,209000,013,0215,999,38060, ,1,852111466  ,4,8,12,Mesa,975,975,257920631,0,0,0,0,0,0,4,56,6031186,975,975,257920631,0,0,0,0,0,0,4,56,6031186
2006,04,213000,007,0220,999,99999, , ,85539      ,4,8,12,Miami town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,217000,015,    ,999,99999, , ,864027000  ,4,8,11,Mohave County Unincorporated Area,784,784,143966451,2,4,470369,0,0,0,0,0,0,733,733,136195252,2,4,470369,0,0,0,0,0,0
2006,04,221000,017,    ,999,99999, , ,85901      ,4,8,10,Navajo County Unincorporated Area,473,473,67663780,2,4,287664,0,0,0,0,0,0,402,402,59531164,2,4,287664,0,0,0,0,0,0
2006,04,225000,023,0235,999,99999, , ,85621      ,4,8,12,Nogales,26,26,5263710,0,0,0,0,0,0,0,0,0,26,26,5263710,0,0,0,0,0,0,0,0,0
2006,04,229000,019,0238,999,46060, , ,85737      ,4,8,12,Oro Valley town,354,354,83198305,0,0,0,0,0,0,0,0,0,354,354,83198305,0,0,0,0,0,0,0,0,0
2006,04,233000,005,0240,999,22380, , ,86040      ,4,8,0,Page,28,28,4152713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,237000,013,0242,999,38060, , ,85253      ,4,8,12,Paradise Valley town,139,139,152764730,0,0,0,0,0,0,0,0,0,139,139,152764730,0,0,0,0,0,0,0,0,0
2006,04,241000,012,0245,999,99999, , ,85344      ,4,8,12,Parker town,4,4,500000,0,0,0,0,0,0,0,0,0,4,4,500000,0,0,0,0,0,0,0,0,0
2006,04,245000,023,0250,999,99999, , ,85624      ,4,8,12,Patagonia town,1,1,120000,0,0,0,0,0,0,0,0,0,1,1,120000,0,0,0,0,0,0,0,0,0
2006,04,249000,007,0252,999,99999, , ,85541      ,4,8,12,Payson town,179,179,46425083,0,0,0,0,0,0,5,40,3706835,179,179,46425083,0,0,0,0,0,0,5,40,3706835
2006,04,253000,013,0255,999,38060,2, ,85345      ,4,8,12,Peoria,1572,1572,213865279,0,0,0,0,0,0,0,0,0,1572,1572,213865279,0,0,0,0,0,0,0,0,0
2006,04,257000,013,0260,999,38060, ,1,85003      ,4,8,12,Phoenix,9032,9032,1761792009,0,0,0,166,566,52042027,105,1670,155900526,9032,9032,1761792009,0,0,0,166,566,52042027,105,1670,155900526
2006,04,261000,019,    ,999,46060, , ,85701      ,4,8,12,Pima County Unincorporated Area,3404,3404,684618882,2,4,240540,12,45,4282064,2,57,3643622,3404,3404,684618882,2,4,240540,12,45,4282064,2,57,3643622
2006,04,265000,009,0265,999,99999, , ,85543      ,4,8,0,Pima town,3,3,419000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,269000,021,    ,999,38060,2, ,85232      ,4,8,12,Pinal County Unincorporated Area,5504,5504,742142457,6,12,940287,0,0,0,0,0,0,5504,5504,742142457,6,12,940287,0,0,0,0,0,0
2006,04,273000,017,0269,999,99999, , ,85929      ,4,8,12,Pinetop-Lakeside town,138,138,27787000,0,0,0,0,0,0,0,0,0,138,138,27787000,0,0,0,0,0,0,0,0,0
2006,04,277000,025,0280,999,39140, ,1,86301      ,4,8,12,Prescott,521,521,118898513,5,10,749628,6,21,1151109,4,26,1862849,521,521,118898513,5,10,749628,6,21,1151109,4,26,1862849
2006,04,281000,025,0282,999,39140, , ,863142275  ,4,8,12,Prescott Valley town,782,782,146854918,9,18,2074796,1,3,214252,0,0,0,782,782,146854918,9,18,2074796,1,3,214252,0,0,0
2006,04,285000,012,0283,999,99999, , ,85346      ,4,8,0,Quartzsite town,77,77,1958790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,289000,013,0284,999,38060,2, ,852429311  ,4,8,12,Queen Creek town,822,822,218283145,0,0,0,0,0,0,0,0,0,822,822,218283145,0,0,0,0,0,0,0,0,0
2006,04,293000,009,0298,999,99999, , ,85546      ,4,8,12,Safford,39,39,5414664,0,0,0,0,0,0,7,56,4293336,39,39,5414664,0,0,0,0,0,0,7,56,4293336
2006,04,294000,019,0303,999,46060, , ,85629      ,4,8,11,Sahuarita town,1263,1263,180410264,0,0,0,0,0,0,0,0,0,1200,1200,170860414,0,0,0,0,0,0,0,0,0
2006,04,297000,027,0321,999,49740, , ,85349      ,4,8,12,San Luis,328,328,29340052,0,0,0,0,0,0,0,0,0,328,328,29340052,0,0,0,0,0,0,0,0,0
2006,04,301000,023,    ,999,99999, , ,85621      ,4,8,11,Santa Cruz County Unincorporated Area,663,663,113407002,1,2,188028,1,3,282846,8,61,5816754,636,636,109653189,1,2,188028,1,3,282846,8,61,5816754
2006,04,305000,013,0327,999,38060, ,1,85251      ,4,8,12,Scottsdale,852,852,397766761,28,56,12490561,32,115,21137245,40,519,89605983,852,852,397766761,28,56,12490561,32,115,21137245,40,519,89605983
2006,04,313000,025,0331,999,39140,2, ,86336      ,4,8,12,Sedona,85,85,12977649,0,0,0,0,0,0,5,30,3056098,85,85,12977649,0,0,0,0,0,0,5,30,3056098
2006,04,317000,017,0337,999,99999, , ,85901      ,4,8,12,Show Low,347,347,65214284,0,0,0,0,0,0,12,96,7235678,347,347,65214284,0,0,0,0,0,0,12,96,7235678
2006,04,321000,003,0338,999,99999, , ,85635      ,4,8,12,Sierra Vista,427,427,54517207,0,0,0,0,0,0,0,0,0,427,427,54517207,0,0,0,0,0,0,0,0,0
2006,04,325000,017,0341,999,99999, , ,85937      ,4,8,12,Snowflake town,106,106,25694881,0,0,0,0,0,0,0,0,0,106,106,25694881,0,0,0,0,0,0,0,0,0
2006,04,329000,027,0342,999,49740, , ,85350      ,4,8,12,Somerton,129,129,10854821,2,4,185333,1,3,109687,0,0,0,129,129,10854821,2,4,185333,1,3,109687,0,0,0
2006,04,333000,019,0344,999,46060, , ,85725      ,4,8,12,South Tucson,8,8,725000,0,0,0,0,0,0,0,0,0,8,8,725000,0,0,0,0,0,0,0,0,0
2006,04,337000,001,0345,999,99999, , ,859385220  ,4,8,12,Springerville town,14,14,2310000,0,0,0,0,0,0,0,0,0,14,14,2310000,0,0,0,0,0,0,0,0,0
2006,04,341000,001,0314,999,99999, , ,85936      ,4,8,12,St. Johns,24,24,3194519,0,0,0,0,0,0,0,0,0,24,24,3194519,0,0,0,0,0,0,0,0,0
2006,04,345000,021,0359,999,38060, , ,85273      ,4,8,12,Superior town,2,2,251460,0,0,0,0,0,0,0,0,0,2,2,251460,0,0,0,0,0,0,0,0,0
2006,04,349000,013,0361,999,38060, , ,85374      ,4,8,12,Surprise,1827,1827,290946090,0,0,0,14,42,4394152,17,381,27835412,1827,1827,290946090,0,0,0,14,42,4394152,17,381,27835412
2006,04,353000,017,0366,999,99999, , ,85939      ,4,8,12,Taylor town,34,34,5465185,1,2,80000,0,0,0,0,0,0,34,34,5465185,1,2,80000,0,0,0,0,0,0
2006,04,357000,013,0368,999,38060, ,1,85281      ,4,8,12,Tempe,130,130,19129600,11,22,2978000,166,514,59399800,44,759,168269363,130,130,19129600,11,22,2978000,166,514,59399800,44,759,168269363
2006,04,361000,009,0369,999,99999, , ,85552      ,4,8,12,Thatcher town,32,32,6095004,0,0,0,4,16,860000,11,123,6771800,32,32,6095004,0,0,0,4,16,860000,11,123,6771800
2006,04,365000,013,0372,999,38060, , ,85353      ,4,8,12,Tolleson,66,66,11521328,0,0,0,0,0,0,0,0,0,66,66,11521328,0,0,0,0,0,0,0,0,0
2006,04,369000,003,0375,999,99999, , ,85638      ,4,8,12,Tombstone,11,11,1495395,0,0,0,0,0,0,0,0,0,11,11,1495395,0,0,0,0,0,0,0,0,0
2006,04,373000,019,0385,999,46060, ,1,857267210  ,4,8,12,Tucson,2297,2297,361458230,50,100,8676707,16,63,3557776,6,121,8534278,2297,2297,361458230,50,100,8676707,16,63,3557776,6,121,8534278
2006,04,377000,027,0392,999,49740, , ,85356      ,4,8,0,Wellton town,1,1,96966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,04,381000,013,0397,999,38060, , ,85390      ,4,8,12,Wickenburg town,62,62,1949820,0,0,0,0,0,0,0,0,0,62,62,1949820,0,0,0,0,0,0,0,0,0
2006,04,385000,003,0399,999,99999, , ,85643      ,4,8,12,Willcox,7,7,723548,0,0,0,0,0,0,1,5,250000,7,7,723548,0,0,0,0,0,0,1,5,250000
2006,04,389000,005,0400,999,22380, , ,86046      ,4,8,12,Williams,28,28,6300632,1,2,225345,0,0,0,0,0,0,28,28,6300632,1,2,225345,0,0,0,0,0,0
2006,04,397000,017,0410,999,99999, , ,86047      ,4,8,12,Winslow,22,22,3603500,3,6,280000,0,0,0,0,0,0,22,22,3603500,3,6,280000,0,0,0,0,0,0
2006,04,401000,025,    ,999,39140, , ,86301      ,4,8,12,Yavapai County Unincorporated Area,914,914,159319705,1,2,217145,0,0,0,1,8,516614,914,914,159319705,1,2,217145,0,0,0,1,8,516614
2006,04,405000,013,0416,999,38060, , ,85363      ,4,8,9,Youngtown town,42,42,7430333,0,0,0,0,0,0,3,30,2578179,1,1,126659,0,0,0,0,0,0,3,30,2578179
2006,04,409000,027,0420,999,49740, ,1,85366      ,4,8,12,Yuma,699,699,127973083,0,0,0,1,4,189993,0,0,0,699,699,127973083,0,0,0,1,4,189993,0,0,0
2006,04,413000,027,    ,999,49740, , ,85364      ,4,8,12,Yuma County Unincorporated Area,406,406,49061996,0,0,0,0,0,0,0,0,0,406,406,49061996,0,0,0,0,0,0,0,0,0
2006,06,001000,071,0003,348,40140, , ,92301      ,4,9,12,Adelanto,329,329,61524375,0,0,0,0,0,0,0,0,0,329,329,61524375,0,0,0,0,0,0,0,0,0
2006,06,002000,037,0007,348,31100, , ,91301      ,4,9,12,Agoura Hills,5,5,2172300,0,0,0,0,0,0,0,0,0,5,5,2172300,0,0,0,0,0,0,0,0,0
